Time (s)	P1 (Pa)	P2 (Pa)	P3 (Pa)	P4 (Pa)	P5 (Pa)	P6 (Pa)	P7 (Pa)	P8 (Pa)		H1 (m)	H2 (m)	H3 (m)	H4 (m)
2.089031687	2996.6	2585.866667	2253.2	1779.533333	1552.066667	1634.333333	1692.666667	1672.466667		0.241733333	0.2954	0.295666667	0.1254
2.090038663	2980.066667	2567	2238.066667	1771.666667	1569.066667	1656.8	1714.266667	1680.733333		0.243	0.2944	0.295533333	0.125333333
2.091019819	2986.533333	2576.666667	2247.733333	1774.466667	1581.466667	1666	1720.666667	1674.733333		0.244133333	0.294	0.295466667	0.125266667
2.092026794	2995.266667	2581.733333	2250.466667	1776.733333	1580.533333	1667.866667	1728.933333	1681.666667		0.245133333	0.2946	0.295866667	0.125266667
2.09303377	2996.6	2573	2241.733333	1775.4	1585.6	1676.6	1739.066667	1683.466667		0.246	0.295466667	0.296733333	0.125133333
2.094040746	3010.4	2582.2	2248.133333	1777.2	1592.933333	1678.4	1734.466667	1669.666667		0.246666667	0.295866667	0.297266667	0.125
2.095021901	3023.266667	2598.266667	2265.133333	1785.933333	1591.6	1672.933333	1731.733333	1672.466667		0.2472	0.296066667	0.296733333	0.125
2.096028877	3015.933333	2594.6	2267.466667	1791.933333	1591.133333	1677.533333	1742.266667	1689.466667		0.247666667	0.296333333	0.295533333	0.125
2.097035853	2998.933333	2577.133333	2256.866667	1790.533333	1588.8	1676.6	1743.2	1683		0.2482	0.2964	0.295133333	0.125
2.098042828	2994.333333	2572.066667	2254.133333	1788.666667	1580.066667	1667.4	1732.666667	1666.933333		0.248866667	0.2962	0.295866667	0.125
2.099023984	2999.866667	2574.866667	2256.866667	1788.666667	1577.8	1661.4	1721.6	1657.733333		0.2498	0.296266667	0.297	0.124933333
2.10003096	2990.666667	2562	2245.866667	1779.533333	1573.2	1656.4	1715.666667	1652.266667		0.251	0.296733333	0.2974	0.124733333
2.101037936	2974.133333	2540.866667	2228.4	1766.666667	1563.066667	1649.933333	1710.6	1647.666667		0.252133333	0.297133333	0.297066667	0.124533333
2.102019091	2974.6	2538.533333	2231.133333	1770.333333	1573.2	1653.6	1706.466667	1643.533333		0.2532	0.297666667	0.296533333	0.124533333
2.103026067	2985.6	2547.266667	2244	1779.533333	1592.533333	1670.133333	1716.533333	1647.666667		0.254666667	0.298066667	0.295733333	0.124533333
2.104033043	2987	2542.2	2242.2	1779.533333	1591.133333	1675.2	1726.666667	1655.933333		0.256266667	0.298066667	0.294466667	0.124533333
2.105040018	2984.2	2533.466667	2238.533333	1778.6	1582.866667	1664.2	1715.666667	1651.333333		0.2576	0.297866667	0.293	0.124466667
2.106021174	2987	2533.466667	2244	1781.8	1581.466667	1659.133333	1706	1642.6		0.2586	0.2978	0.291866667	0.124333333
2.10702815	2994.333333	2535.8	2247.733333	1783.666667	1580.533333	1660.066667	1706.466667	1641.2		0.2594	0.2976	0.291	0.1242
2.108035126	3007.2	2545	2255.066667	1788.266667	1588.8	1667.4	1714.266667	1649		0.26	0.297266667	0.290666667	0.124066667
2.109042101	3015	2554.6	2265.133333	1796.933333	1601.666667	1679.8	1725.266667	1661.4		0.2604	0.297533333	0.2908	0.124
2.110023257	3002.6	2545.866667	2260.533333	1799.733333	1604	1678.866667	1723	1659.6		0.260733333	0.298066667	0.2912	0.124
2.111030233	2992.933333	2536.266667	2253.2	1797.4	1598	1668.8	1710.133333	1644.866667		0.261266667	0.298333333	0.292	0.124066667
2.112037208	3009.066667	2548.666667	2260.533333	1797.4	1595.266667	1662.333333	1704.133333	1641.2		0.261933333	0.298066667	0.293066667	0.124066667
2.113018364	3022.333333	2558.266667	2265.133333	1798.8	1601.266667	1671.533333	1715.666667	1653.6		0.262866667	0.297866667	0.294	0.124066667
2.11402534	3021	2552.333333	2260.133333	1798.8	1611.333333	1684.866667	1728.066667	1661.4		0.263933333	0.297866667	0.294333333	0.124
2.115032315	3026.066667	2558.733333	2265.133333	1800.666667	1609.066667	1678.4	1722.533333	1657.733333		0.265	0.297733333	0.294	0.123866667
2.116039291	3036.133333	2571.6	2277.533333	1807.533333	1608.6	1676.133333	1721.6	1660.933333		0.265666667	0.297533333	0.2936	0.1238
2.117020447	3043.466667	2578.533333	2284.933333	1817.2	1620.066667	1687.6	1730.333333	1663.266667		0.266066667	0.297333333	0.2934	0.1238
2.118027423	3047.2	2589.066667	2293.2	1822.666667	1623.266667	1687.6	1730.8	1663.266667		0.266733333	0.2974	0.292933333	0.1238
2.119034398	3039.333333	2587.733333	2293.2	1823.6	1622.4	1690.8	1740.466667	1675.666667		0.2674	0.297733333	0.292466667	0.1238
2.120041374	3029.733333	2576.666667	2282.6	1820.866667	1628.8	1704.6	1754.266667	1681.666667		0.2682	0.297866667	0.292533333	0.123733333
2.12102253	3028.333333	2577.133333	2282.133333	1817.666667	1625.133333	1694.933333	1740.933333	1664.666667		0.269	0.297	0.293133333	0.123666667
2.122029505	3036.133333	2588.133333	2289.533333	1820.866667	1612.733333	1674.733333	1721.6	1652.266667		0.270066667	0.295466667	0.293333333	0.123533333
2.123036481	3047.2	2597.8	2296.866667	1825	1608.6	1671.533333	1718.866667	1649		0.2714	0.294	0.292666667	0.1234
2.124043457	3039.333333	2590.466667	2290	1821.333333	1607.666667	1672.933333	1717.933333	1641.2		0.272533333	0.2934	0.291666667	0.1234
2.125024612	3027.4	2579.466667	2278.466667	1815.8	1614.533333	1681.2	1726.666667	1645.333333		0.273333333	0.2932	0.290933333	0.1234
2.126031588	3039.333333	2590.933333	2289.533333	1822.666667	1628.8	1700.933333	1746.866667	1657.266667		0.273933333	0.292866667	0.289933333	0.123333333
2.127038564	3044.4	2601.933333	2303.266667	1832.333333	1628.8	1699.533333	1747.333333	1653.6		0.2746	0.292466667	0.288933333	0.123266667
2.12801972	3028.333333	2585.866667	2290.866667	1825.933333	1618.266667	1688.533333	1740.933333	1648.533333		0.275066667	0.2922	0.289066667	0.123133333
2.129026695	3015	2570.733333	2277.533333	1818.533333	1615	1690.8	1744.133333	1644.866667		0.275533333	0.291866667	0.2898	0.122933333
2.130033671	3022.333333	2581.733333	2289.533333	1824.066667	1612.733333	1683.933333	1735.4	1632.466667		0.276133333	0.291066667	0.290333333	0.122866667
2.131040647	3038.466667	2591.866667	2295.933333	1823.6	1607.666667	1674.733333	1725.266667	1619.6		0.276866667	0.2898	0.290666667	0.1228
2.132021802	3040.733333	2582.2	2283.533333	1813.533333	1616.4	1686.266667	1733.133333	1619.6		0.277733333	0.289	0.291133333	0.1228
2.133028778	3032.466667	2576.666667	2282.133333	1814.866667	1632	1704.6	1751.933333	1632.933333		0.278866667	0.288933333	0.291866667	0.1228
2.134035754	3022.333333	2572.066667	2286.266667	1821.333333	1634.333333	1708.733333	1759.266667	1641.666667		0.2804	0.289333333	0.292666667	0.1228
2.135042729	3010.4	2557.4	2277.533333	1814.866667	1625.133333	1699.533333	1748.266667	1631.533333		0.2818	0.2898	0.293333333	0.1226
2.136023885	3007.2	2550	2271.6	1805.666667	1615.933333	1689	1736.8	1617.8		0.282933333	0.2896	0.294133333	0.122466667
2.137030861	3015	2551.866667	2274.8	1803.866667	1615	1688.533333	1732.666667	1605.4		0.284	0.288333333	0.294666667	0.1224
2.138037837	3013.6	2543.6	2272.533333	1803.4	1621	1692.2	1728.933333	1593.4		0.284933333	0.2868	0.2946	0.122466667
2.139018992	2998.933333	2525.2	2262.4	1798.333333	1622.4	1693.6	1730.8	1598		0.285666667	0.2866	0.294333333	0.1224
2.140025968	2999.866667	2518.8	2257.8	1793.266667	1622.4	1698.2	1736.8	1599.866667		0.2864	0.2872	0.294333333	0.1224
2.141032944	3012.266667	2523.4	2262.866667	1792.4	1623.266667	1694.533333	1727.6	1581.466667		0.287266667	0.287466667	0.294533333	0.1224
2.142039919	3008.6	2512.8	2257.8	1789.6	1617.333333	1686.266667	1717.933333	1570.466667		0.288133333	0.2874	0.295066667	0.122266667
2.143021075	3001.666667	2498.133333	2250.466667	1787.333333	1617.333333	1690.8	1725.266667	1577.333333		0.288866667	0.287533333	0.295533333	0.122133333
2.144028051	3005.333333	2499.933333	2256.4	1791.933333	1626.066667	1701.4	1735.866667	1587.466667		0.289466667	0.287733333	0.295866667	0.1222
2.145035026	2999.866667	2492.6	2253.2	1790.533333	1632.466667	1706.933333	1740.466667	1588.8		0.29	0.2878	0.296266667	0.1222
2.146042002	2983.333333	2470.533333	2237.133333	1780.4	1631.066667	1705.066667	1735.4	1577.333333		0.290466667	0.287733333	0.297	0.122066667
2.147023158	2981.933333	2468.266667	2238.066667	1778.6	1622.4	1689.933333	1720.266667	1565.4		0.290866667	0.287866667	0.2978	0.122066667
2.148030134	2985.6	2475.6	2247.733333	1785.466667	1618.666667	1682.066667	1711.533333	1561.266667		0.2912	0.288466667	0.298266667	0.122066667
2.149037109	2980.533333	2466.866667	2240.333333	1780.866667	1620.066667	1683.466667	1714.266667	1567.666667		0.291533333	0.289133333	0.298133333	0.121933333
2.150044085	2974.6	2455.4	2226.133333	1766.666667	1615.933333	1677.533333	1712.4	1575.933333		0.291866667	0.2896	0.2978	0.121866667
2.151025241	2969.533333	2447.133333	2217.4	1758.4	1621	1678.4	1712.866667	1577.333333		0.292133333	0.2894	0.2978	0.1218
2.152032216	2963.066667	2437	2210.933333	1755.6	1626.066667	1678.866667	1710.6	1575.066667		0.2924	0.288666667	0.298133333	0.121733333
2.153039192	2960.8	2433.8	2210	1755.133333	1622.4	1666.466667	1697.266667	1567.666667		0.292666667	0.2878	0.298333333	0.121666667
2.154020348	2959.866667	2433.333333	2210.933333	1751.466667	1623.733333	1667.4	1702.8	1575.066667		0.292933333	0.287533333	0.298466667	0.1216
2.155027323	2953.466667	2421.4	2199	1744.133333	1626.066667	1672.466667	1714.266667	1589.733333		0.293066667	0.2878	0.298333333	0.121533333
2.156034299	2943.8	2411.266667	2193	1741.4	1628.333333	1664.2	1706.466667	1587		0.292933333	0.288466667	0.297866667	0.121466667
2.157041275	2940.133333	2412.2	2199.933333	1746.866667	1630.666667	1662.8	1708.733333	1588.4		0.2926	0.289466667	0.2972	0.121333333
2.158022431	2945.6	2414.933333	2202.2	1749.2	1623.266667	1651.333333	1699.133333	1577.333333		0.292133333	0.290666667	0.296866667	0.121133333
2.159029406	2955.733333	2422.266667	2205	1746.866667	1615.933333	1629.266667	1673.4	1553		0.2916	0.291666667	0.296733333	0.121
2.160036382	2958.066667	2423.666667	2202.666667	1745.533333	1619.6	1630.666667	1677.066667	1554.4		0.291066667	0.292133333	0.296333333	0.121066667
2.161043358	2951.133333	2410.333333	2190.266667	1741.8	1627.4	1641.666667	1689.933333	1562.666667		0.2906	0.2922	0.296066667	0.121066667
2.162024513	2950.666667	2410.333333	2191.2	1740.466667	1628.333333	1635.666667	1687.133333	1560.333333		0.290066667	0.2918	0.296466667	0.121066667
2.163031489	2948.4	2409.866667	2189.333333	1736.8	1621	1626.533333	1683.933333	1564		0.289466667	0.291266667	0.297533333	0.121
2.164038465	2944.733333	2401.6	2180.133333	1732.666667	1624.666667	1630.666667	1687.6	1561.733333		0.2888	0.290933333	0.298866667	0.120866667
2.16501962	2951.133333	2410.333333	2187.533333	1736.8	1632.466667	1632	1686.266667	1553		0.288133333	0.290733333	0.299733333	0.120733333
2.166026596	2958.066667	2418.6	2197.6	1745.066667	1629.733333	1621.933333	1675.666667	1541.933333		0.2874	0.2906	0.299866667	0.120666667
2.167033572	2960.8	2421.4	2203.6	1751.933333	1637.066667	1625.6	1673.4	1531.866667		0.2872	0.290933333	0.299533333	0.120666667
2.168040547	2963.066667	2428.266667	2210	1755.6	1643.066667	1630.666667	1677.066667	1534.133333		0.287933333	0.291466667	0.299066667	0.120666667
2.169021703	2958.066667	2423.666667	2204.066667	1750.133333	1637.066667	1623.266667	1674.266667	1538.266667		0.289066667	0.291466667	0.2986	0.120533333
2.170028679	2954.333333	2414.933333	2191.666667	1740.466667	1643.533333	1630.666667	1677.066667	1536		0.290066667	0.291266667	0.298266667	0.1204
2.171035655	2954.8	2411.266667	2184.266667	1733.133333	1654.066667	1638.933333	1681.2	1538.266667		0.290466667	0.291333333	0.2982	0.120333333
2.17204263	2954.8	2410.333333	2182	1731.266667	1655.466667	1638.933333	1680.733333	1541.533333		0.290666667	0.291866667	0.298266667	0.120333333
2.173023786	2954.333333	2413.6	2189.333333	1738.133333	1658.2	1641.666667	1680.733333	1539.666667		0.290666667	0.292533333	0.298266667	0.120266667
2.174030762	2950.666667	2414.933333	2196.266667	1745.066667	1662.8	1642.6	1677.533333	1539.2		0.290666667	0.293	0.298133333	0.120266667
2.175037737	2942.4	2410.333333	2194.866667	1747.8	1670.133333	1646.733333	1679.8	1544.266667		0.290733333	0.2932	0.297866667	0.120133333
2.176018893	2937.333333	2406.666667	2191.666667	1745.533333	1668.333333	1643.066667	1676.133333	1541.933333		0.290866667	0.2936	0.2978	0.120066667
2.177025869	2938.266667	2406.2	2189.333333	1738.133333	1655.466667	1624.666667	1660.933333	1534.133333		0.291	0.294133333	0.298133333	0.120066667
2.178032845	2944.733333	2403.933333	2184.266667	1731.266667	1650.4	1619.6	1658.2	1532.333333		0.2912	0.2946	0.298866667	0.120066667
2.17903982	2946.066667	2398.866667	2179.266667	1728.066667	1655.933333	1627.866667	1667.4	1541.933333		0.291933333	0.294866667	0.299533333	0.119866667
2.180020976	2934.6	2389.2	2173.266667	1726.2	1662.8	1631.533333	1669.666667	1541.933333		0.293333333	0.294733333	0.299933333	0.1198
2.181027952	2935.066667	2390.6	2173.266667	1726.666667	1664.2	1623.266667	1654.533333	1523.133333		0.2946	0.2946	0.2996	0.1198
2.182034927	2954.8	2412.666667	2190.266667	1737.666667	1659.6	1610.866667	1641.666667	1510.733333		0.295466667	0.294933333	0.298933333	0.1198
2.183041903	2950.666667	2417.733333	2198.533333	1745.066667	1655.466667	1606.733333	1641.666667	1513.466667		0.296133333	0.2954	0.298533333	0.119666667
2.184023059	2927.733333	2394.266667	2178.333333	1734	1654.066667	1609.066667	1649	1519.933333		0.296666667	0.295333333	0.2988	0.119666667
2.185030034	2924.933333	2387.4	2168.2	1724.8	1655.933333	1613.2	1658.2	1528.666667		0.297	0.295133333	0.299266667	0.119533333
2.18603701	2929.066667	2394.266667	2174.666667	1727.6	1658.2	1610.866667	1654.533333	1523.133333		0.2972	0.295266667	0.2994	0.119333333
2.187043986	2927.733333	2392.4	2171.866667	1726.2	1665.533333	1611.8	1646.733333	1503.8		0.297266667	0.295333333	0.2994	0.119266667
2.188025142	2922.666667	2387.4	2161.8	1717.466667	1677.533333	1620.533333	1655.933333	1505.2		0.2972	0.295	0.299533333	0.119333333
2.189032117	2906.6	2377.733333	2149.866667	1705.066667	1679.333333	1624.666667	1666.933333	1519.466667		0.297266667	0.294666667	0.2994	0.1192
2.190039093	2892.8	2369.466667	2141.133333	1694.933333	1670.133333	1615.933333	1660.533333	1515.8		0.2974	0.294933333	0.299266667	0.119066667
2.191020249	2893.266667	2373.133333	2146.133333	1700	1660.533333	1606.733333	1654.066667	1512.533333		0.297733333	0.295266667	0.2992	0.119066667
2.192027224	2908.866667	2392.4	2166.866667	1720.266667	1661.866667	1608.133333	1658.2	1519.466667		0.297933333	0.295	0.298933333	0.119
2.1930342	2938.733333	2420.933333	2192.533333	1741.4	1666.933333	1610.866667	1657.266667	1514.866667		0.297866667	0.2948	0.2984	0.119
2.194041176	2971.8	2447.133333	2211.4	1757.933333	1661.866667	1605.8	1650.866667	1506.133333		0.297666667	0.294666667	0.2978	0.118933333
2.195022331	2994.333333	2471.933333	2229.333333	1772.133333	1650.866667	1594.333333	1640.733333	1498.8		0.2972	0.294466667	0.296733333	0.118866667
2.196029307	2991.6	2478.333333	2233	1775.4	1640.733333	1581.933333	1631.533333	1496.466667		0.2964	0.294266667	0.295266667	0.118733333
2.197036283	2951.133333	2445.733333	2201.266667	1755.133333	1638	1581	1635.266667	1503.8		0.295533333	0.2938	0.2938	0.118733333
2.198043258	2905.666667	2409	2167.266667	1734.933333	1641.666667	1592.933333	1649.466667	1513.466667		0.2946	0.293066667	0.292533333	0.118666667
2.199024414	2884.533333	2397.466667	2155.8	1724.8	1646.733333	1598	1655.933333	1514.866667		0.293733333	0.292333333	0.291466667	0.118533333
2.20003139	2874.866667	2391.533333	2147.066667	1711.533333	1649.466667	1594.333333	1650.4	1510.733333		0.293066667	0.291666667	0.290066667	0.118333333
2.201038366	2873.466667	2386.466667	2136.533333	1695.866667	1652.266667	1593.4	1649	1507.533333		0.292466667	0.291066667	0.2884	0.118266667
2.202019521	2873.466667	2383.733333	2131	1684.866667	1651.8	1592.066667	1649	1506.133333		0.291933333	0.290466667	0.287066667	0.118333333
2.203026497	2864.733333	2376.8	2125	1677.533333	1652.266667	1591.133333	1650.4	1508.866667		0.2916	0.289866667	0.286466667	0.118266667
2.204033473	2856.933333	2372.666667	2121.333333	1671.066667	1655.933333	1597.066667	1659.6	1517.133333		0.291266667	0.289466667	0.2862	0.118133333
2.205040448	2854.666667	2371.733333	2119.066667	1667.4	1657.733333	1600.8	1666.933333	1523.6		0.2912	0.289333333	0.285933333	0.118066667
2.206021604	2861.066667	2381.866667	2127.8	1673.4	1662.8	1603.066667	1666.933333	1522.2		0.291333333	0.289933333	0.286266667	0.118066667
2.20702858	2885.466667	2409	2148.933333	1689.466667	1671.533333	1605.8	1668.333333	1521.733333		0.2918	0.291	0.287466667	0.118
2.208035556	2901.533333	2428.733333	2165.933333	1705.066667	1667.866667	1603.066667	1672.466667	1528.2		0.292133333	0.291933333	0.288733333	0.118066667
2.209042531	2894.2	2433.8	2173.266667	1717.466667	1656.8	1591.133333	1664.2	1522.2		0.2922	0.292466667	0.2898	0.118
2.210023687	2899.2	2444.8	2180.133333	1723	1651.8	1578.266667	1649	1504.733333		0.2918	0.292866667	0.2904	0.117866667
2.211030663	2917.6	2461.8	2186.6	1728.066667	1648.533333	1571.4	1643.933333	1497.866667		0.291133333	0.2932	0.290533333	0.1178
2.212037638	2921.266667	2469.133333	2191.666667	1736.8	1651.8	1576.866667	1650.866667	1503.8		0.290333333	0.293333333	0.290533333	0.117733333
2.213018794	2910.266667	2465.466667	2191.2	1741.4	1655.466667	1580.066667	1659.133333	1510.733333		0.289466667	0.293333333	0.290533333	0.117666667
2.21402577	2899.2	2458.6	2182.933333	1735.4	1649.466667	1571.4	1654.533333	1508.4		0.288466667	0.2928	0.290733333	0.117533333
2.215032745	2901.533333	2464.6	2184.266667	1734	1648.066667	1563.533333	1644.4	1497.4		0.287333333	0.2922	0.291066667	0.1174
2.216039721	2907.466667	2477	2193	1734.933333	1650.866667	1561.266667	1638.933333	1487.733333		0.286066667	0.2918	0.291133333	0.117333333
2.217020877	2890.466667	2466.866667	2182	1723	1645.8	1556.2	1638.933333	1490.533333		0.284666667	0.2916	0.290733333	0.117266667
2.218027853	2859.733333	2436.066667	2152.133333	1700.933333	1642.133333	1555.266667	1641.666667	1495.066667		0.283466667	0.2918	0.2904	0.1172
2.219034828	2842.733333	2424.6	2140.2	1687.6	1642.133333	1553.466667	1638.933333	1491.4		0.2824	0.2926	0.290733333	0.117133333
2.220041804	2837.666667	2428.733333	2145.733333	1685.8	1639.8	1548.4	1635.666667	1490.533333		0.2816	0.292866667	0.291466667	0.117066667
2.22102296	2834	2427.333333	2143.4	1683.466667	1643.533333	1549.8	1637.533333	1494.2		0.280933333	0.292133333	0.2918	0.116933333
2.222029935	2845.933333	2437.466667	2147.066667	1683.466667	1647.2	1548.866667	1630.666667	1486.8		0.280533333	0.291466667	0.291866667	0.116933333
2.223036911	2859.733333	2455.4	2159.466667	1687.6	1647.2	1546.066667	1626.533333	1488.666667		0.2806	0.2914	0.292	0.116933333
2.224043887	2840.866667	2443.4	2152.133333	1687.6	1648.066667	1554.8	1638.933333	1503.4		0.281133333	0.291533333	0.292	0.116866667
2.225025042	2818.8	2428.266667	2141.133333	1686.266667	1645.8	1555.266667	1640.266667	1505.2		0.2824	0.292	0.292066667	0.1168
2.226032018	2831.666667	2445.733333	2155.8	1694.933333	1647.2	1550.2	1628.8	1496		0.284266667	0.292533333	0.292533333	0.1168
2.227038994	2851	2465.933333	2173.266667	1707.8	1652.266667	1556.2	1631.533333	1499.666667		0.285933333	0.292933333	0.293333333	0.116733333
2.22802015	2846.4	2465.466667	2174.2	1712.4	1647.2	1556.2	1633.866667	1506.133333		0.286933333	0.293133333	0.294133333	0.116666667
2.229027125	2845	2468.266667	2174.666667	1714.733333	1641.666667	1547.466667	1623.733333	1501.533333		0.2876	0.2932	0.294866667	0.116533333
2.230034101	2867.066667	2489.4	2190.266667	1723	1644.866667	1546.533333	1615.933333	1495.066667		0.288	0.2932	0.2956	0.116466667
2.231041077	2876.733333	2500.4	2202.2	1731.733333	1648.066667	1551.133333	1617.333333	1497.4		0.288133333	0.293333333	0.296133333	0.116466667
2.232022232	2850.066667	2477	2185.666667	1725.266667	1645.8	1557.6	1627.866667	1510.733333		0.288066667	0.2934	0.296333333	0.116466667
2.233029208	2836.266667	2458.133333	2171.866667	1716.533333	1650.4	1564.933333	1635.266667	1523.133333		0.287933333	0.293333333	0.296066667	0.116466667
2.234036184	2848.666667	2470.533333	2187.533333	1724.8	1658.2	1568.6	1631.533333	1522.2		0.2878	0.293266667	0.295733333	0.1164
2.235043159	2847.333333	2469.133333	2193.933333	1727.6	1650.866667	1559.866667	1620.066667	1511.2		0.287933333	0.293333333	0.2956	0.116266667
2.236024315	2826.6	2444.8	2177.866667	1714.733333	1638	1547.466667	1607.666667	1505.2		0.2884	0.293333333	0.295533333	0.116133333
2.237031291	2809.2	2429.666667	2166.866667	1706	1638	1547.466667	1608.6	1508.4		0.288866667	0.2934	0.2952	0.116066667
2.238038267	2806.4	2426.4	2168.2	1706	1643.533333	1555.266667	1614.066667	1508.866667		0.289133333	0.293333333	0.2948	0.116133333
2.239019422	2812.866667	2425.066667	2168.2	1701.4	1643.066667	1553.933333	1610.866667	1506.133333		0.2896	0.293133333	0.294466667	0.116066667
2.240026398	2812.866667	2417.733333	2162.266667	1694.533333	1641.666667	1551.6	1608.6	1508.4		0.290333333	0.292933333	0.294066667	0.115866667
2.241033374	2804.133333	2406.2	2155.8	1692.2	1646.733333	1562.2	1618.666667	1517.133333		0.291	0.292666667	0.293533333	0.1158
2.242040349	2799.533333	2406.2	2159.933333	1699.533333	1644.866667	1563.533333	1621.466667	1520.8		0.2914	0.292466667	0.293	0.115866667
2.243021505	2807.8	2419.533333	2174.666667	1711.533333	1640.733333	1556.2	1611.333333	1511.2		0.291933333	0.292266667	0.292866667	0.1158
2.244028481	2822.933333	2437	2188.866667	1724.8	1644.4	1555.266667	1606.266667	1502.466667		0.2928	0.2922	0.293333333	0.1156
2.245035456	2824.333333	2444.333333	2195.333333	1731.266667	1639.8	1552.533333	1605.8	1503.8		0.2938	0.292066667	0.294466667	0.115533333
2.246042432	2814.2	2436.066667	2188	1728.066667	1626.933333	1541.066667	1597.066667	1501.066667		0.2946	0.2918	0.2958	0.115666667
2.247023588	2818.8	2437	2184.266667	1725.266667	1626.933333	1539.2	1592.066667	1493.733333		0.295266667	0.291333333	0.297066667	0.1156
2.248030564	2829.866667	2444.333333	2185.666667	1724.8	1634.333333	1546.533333	1597.066667	1493.733333		0.295933333	0.290733333	0.2978	0.1154
2.249037539	2823.866667	2439.266667	2177.866667	1720.266667	1634.333333	1545.2	1594.8	1493.733333		0.2966	0.29	0.297933333	0.115333333
2.250018695	2812.866667	2433.333333	2171	1716.533333	1636.133333	1548.866667	1598.466667	1495.066667		0.297066667	0.289333333	0.297933333	0.115266667
2.251025671	2808.266667	2431.933333	2170.533333	1717.933333	1641.666667	1556.2	1605.8	1498.8		0.297466667	0.289133333	0.297866667	0.115266667
2.252032646	2807.8	2432.4	2171	1718.866667	1640.733333	1551.133333	1597.533333	1494.2		0.298	0.289266667	0.2976	0.115266667
2.253039622	2796.733333	2427.333333	2169.133333	1715.2	1634.8	1544.733333	1591.133333	1491.4		0.298333333	0.2892	0.297666667	0.115266667
2.254020778	2788	2414	2154.866667	1704.6	1628.333333	1542.866667	1592.066667	1492.8		0.298666667	0.2886	0.298	0.115266667
2.255027753	2805.466667	2423.666667	2158.533333	1702.333333	1626.066667	1541.533333	1591.133333	1490.533333		0.299	0.287933333	0.298133333	0.1152
2.256034729	2820.666667	2439.266667	2171	1707.4	1627.4	1537.8	1584.666667	1486.4		0.2992	0.2876	0.298066667	0.115133333
2.257041705	2806.866667	2425.066667	2158.533333	1699.533333	1626.066667	1535.066667	1579.666667	1482.666667		0.2994	0.287533333	0.297866667	0.115066667
2.258022861	2796.733333	2414.933333	2148.466667	1692.666667	1623.733333	1537.8	1585.6	1486.8		0.2996	0.287933333	0.297333333	0.114866667
2.259029836	2796.733333	2421.4	2156.266667	1700	1625.133333	1540.133333	1588.4	1490.066667		0.2998	0.288533333	0.2968	0.114866667
2.260036812	2788	2420	2159.466667	1705.066667	1626.066667	1539.2	1584.666667	1485.466667		0.3	0.289133333	0.2966	0.114933333
2.261043788	2784.8	2416.333333	2157.2	1706	1621	1534.133333	1580.533333	1486.4		0.3	0.289533333	0.2966	0.114866667
2.262024943	2796.733333	2426.4	2165.933333	1712.866667	1618.266667	1530	1576.866667	1491.4		0.3	0.289733333	0.2966	0.1148
2.263031919	2798.133333	2428.733333	2169.133333	1717.466667	1621	1535.533333	1581	1496		0.300266667	0.289733333	0.2966	0.1148
2.264038895	2784.333333	2410.333333	2152.133333	1706.466667	1614.533333	1534.133333	1582.4	1500.133333		0.3006	0.289533333	0.2964	0.114733333
2.26502005	2789.866667	2414	2152.133333	1701.4	1604	1519.933333	1565.866667	1496.466667		0.300866667	0.2892	0.2962	0.114666667
2.266027026	2818.8	2442.533333	2174.666667	1712.4	1604.933333	1517.6	1560.333333	1495.066667		0.301066667	0.289066667	0.296466667	0.114666667
2.267034002	2826.6	2444.8	2177.866667	1716.533333	1615.933333	1532.8	1575.933333	1513.466667		0.3012	0.289	0.297066667	0.114533333
2.268040977	2804.6	2422.733333	2159.933333	1706.466667	1622.4	1542.866667	1587.466667	1534.133333		0.301266667	0.2888	0.2974	0.114466667
2.269022133	2782.066667	2406.2	2146.133333	1697.266667	1622.4	1550.2	1597.066667	1550.266667		0.301266667	0.288933333	0.2974	0.114466667
2.270029109	2781.133333	2407.6	2148.933333	1700	1622.4	1557.6	1606.266667	1567.266667		0.3012	0.289933333	0.297133333	0.1144
2.271036085	2799.066667	2427.333333	2166.866667	1709.666667	1616.4	1547.466667	1595.733333	1572.266667		0.301	0.291266667	0.2966	0.114333333
2.27204306	2799.066667	2430.133333	2169.133333	1707.8	1601.666667	1529.066667	1575.933333	1567.666667		0.300666667	0.292	0.296133333	0.114266667
2.273024216	2776.066667	2409	2150.733333	1694.933333	1589.266667	1519.933333	1567.266667	1562.666667		0.300333333	0.292133333	0.296133333	0.114266667
2.274031192	2773.333333	2406.666667	2148.466667	1692.2	1583.8	1515.333333	1561.733333	1560.333333		0.300066667	0.2922	0.296733333	0.114266667
2.275038167	2787.133333	2420	2159.466667	1697.266667	1579.2	1513.933333	1563.066667	1571.4		0.2998	0.292533333	0.2974	0.114133333
2.276019323	2783	2412.2	2152.6	1692.2	1576.866667	1519	1571.8	1585.133333		0.299733333	0.292933333	0.297533333	0.114066667
2.277026299	2769.666667	2397.466667	2139.733333	1682.133333	1577.8	1520.4	1569.533333	1578.733333		0.299866667	0.2932	0.2974	0.114
2.278033275	2771.933333	2401.6	2144.8	1684.866667	1574.6	1512.533333	1556.666667	1569.066667		0.3	0.2934	0.296866667	0.114
2.27904025	2780.666667	2414.933333	2158.133333	1695.866667	1570.466667	1510.266667	1556.666667	1577.333333		0.3	0.2936	0.296133333	0.113933333
